user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
BPVAL250104__BPVAL250104.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.69	0.92	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.54, 0.595; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.25, 0.802; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.31, 0.589; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.91, 0.743	N/A	N/A	N/A	N/A
BPVAL250104__BPVAL250104.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.9	0.88	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL250104__BPVAL250104.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.85	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 91.81, 0.469; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.21, 0.169; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.75, 0.231; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 88.71, 0.349; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.17, 0.255; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 91.38, 0.506; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.43, 0.263; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.29, 0.23; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.47, 0.239; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.58, 0.222; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.63, 0.347	N/A	N/A	N/A	N/A
BPVAL250104__BPVAL250104.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.7	0.714	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 96.25, 0.603; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 89.69, 0.345; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.51, 0.211; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.92, 0.377; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.43, 0.175; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 92.26, 0.474; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.56, 0.219	N/A	N/A	N/A	N/A
BPVAL250105__BPVAL250105.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_B	GCF_002777425.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_B	97.0	0.829	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768025.1, s__Snodgrassella gandavensis, 95.0, 94.54, 0.891; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.74, 0.617; GCF_000600005.1, s__Snodgrassella alvi, 95.0, 81.87, 0.155; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.95, 0.603; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 94.05, 0.779	N/A	N/A	N/A	N/A
BPVAL250105__BPVAL250105.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella apicola_H	GCF_001690525.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella apicola_H	95.14	0.729	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.41, 0.16; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.59, 0.302; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.6, 0.3; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.53, 0.253; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.55, 0.393; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 89.62, 0.512; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.64, 0.241; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 94.57, 0.715; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.67, 0.592; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 90.59, 0.643; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 84.26, 0.266; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.48, 0.377	N/A	N/A	N/A	N/A
BPVAL250105__BPVAL250105.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.04	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL250105__BPVAL250105.MAGScoT_cleanbin_000004	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	99.54	0.638	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPZEB240707M__BPZEB240707M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.5	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.0, 0.718; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.41, 0.586; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.96, 0.768; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.62, 0.589	N/A	N/A	N/A	N/A
BPZEB240707M__BPZEB240707M.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.07	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 82.86, 0.212; GCF_900094935.1, s__Gilliamella intestini, 95.23, 84.63, 0.303; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.17, 0.372; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.5, 0.596; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.34, 0.287; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.96, 0.526; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.52, 0.574; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.37, 0.35; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.3, 0.703; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.29, 0.255; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.09, 0.259; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.43, 0.158	N/A	N/A	N/A	N/A
BPZEB240707M__BPZEB240707M.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.95	0.968	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPZEB240707M__BPZEB240707M.MAGScoT_cleanbin_000004	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	96.87	0.831	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPZEB240707M__BPZEB240707M.MAGScoT_cleanbin_000005	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.07	11	0.99079	Genome has more than 12.5% of markers with multiple hits
BPZEB240709M__BPZEB240709M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.82	0.881	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.78, 0.59; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.77, 0.574; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.26, 0.786; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.11, 0.714	N/A	N/A	N/A	N/A
BPZEB240709M__BPZEB240709M.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.03	0.669	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 91.75, 0.29; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 95.61, 0.477; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 94.09, 0.31; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 92.77, 0.314	N/A	N/A	N/A	N/A
BPZEB240711M__BPZEB240711M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	36.79	11	0.99895	Genome has more than 18.3% of markers with multiple hits
BPZEB240712M__BPZEB240712M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.81	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.91, 0.716; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.98, 0.777; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.62, 0.599; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.6, 0.572	N/A	N/A	N/A	N/A
BPZEB240712M__BPZEB240712M.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.54	0.893	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.95, 0.271; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.6, 0.503; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.34, 0.304; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.39, 0.461; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.28, 0.234; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.44, 0.483; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.5, 0.204; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.36, 0.171; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.16, 0.173; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.62, 0.584; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.79, 0.186	N/A	N/A	N/A	N/A
BPZEB240717M__BPZEB240717M.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.923	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.77, 0.717; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.98, 0.772; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.65, 0.607; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.28, 0.58	N/A	N/A	N/A	N/A
BPZEB240717M__BPZEB240717M.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.3	11	0.99031	N/A
BPZEB240717M__BPZEB240717M.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.85	0.803	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPZEB240717M__BPZEB240717M.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.83	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.9, 0.573; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 87.01, 0.204; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 94.85, 0.757; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.67, 0.245; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.79, 0.324; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 92.8, 0.539; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.71, 0.222; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.91, 0.292; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 91.23, 0.582; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 87.21, 0.18; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.94, 0.272	N/A	N/A	N/A	N/A
BPZEB240717M__BPZEB240717M.MAGScoT_cleanbin_000005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.83	0.567	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.17, 0.223; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 89.72, 0.215; GCF_900112665.1, s__Lactobacillus bombicola, 95.0, 97.76, 0.227; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 94.18, 0.366; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 90.52, 0.284	N/A	N/A	N/A	N/A
BPZEB250701__BPZEB250701.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.77	0.91	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.0, 0.571; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.6, 0.597; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.11, 0.806; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.98, 0.729	N/A	N/A	N/A	N/A
BPZEB250701__BPZEB250701.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.35	11	0.99036	N/A
BPZEB250702__BPZEB250702.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.01	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.52, 0.329; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.51, 0.381; GCF_900094935.1, s__Gilliamella intestini, 95.23, 84.51, 0.291; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 83.88, 0.244; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.72, 0.533; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.25, 0.16; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.29, 0.616; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.77, 0.589; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.37, 0.26; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.91, 0.53; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.27, 0.226; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.09, 0.215	N/A	N/A	N/A	N/A
BPZEB250702__BPZEB250702.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.45	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPZEB250702__BPZEB250702.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.83	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 90.22, 0.426; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 93.12, 0.627; GCF_914768045.1, s__Snodgrassella communis, 95.0, 90.29, 0.405; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.5, 0.719	N/A	N/A	N/A	N/A
BPZEB250703__BPZEB250703.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	99.0	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 89.07, 0.569; GCF_914768045.1, s__Snodgrassella communis, 95.0, 89.37, 0.565; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.8, 0.724; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.26, 0.772	N/A	N/A	N/A	N/A
BPZEB250703__BPZEB250703.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.91	0.875	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.18, 0.266; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.09, 0.205; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.67, 0.466; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 86.45, 0.159; GCF_900103255.1, s__Gilliamella bombi, 95.0, 88.13, 0.253; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.68, 0.548; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.78, 0.44; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.4, 0.424; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.08, 0.178; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.33, 0.165	N/A	N/A	N/A	N/A
BPZEB250703__BPZEB250703.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.91	0.83	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPZEB250704__BPZEB250704.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.82	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.31, 0.589; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.5, 0.605; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.19, 0.72; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.784	N/A	N/A	N/A	N/A
